episode,reward,autonomy,skill,difficulty,frustration,performance,help_dependency
23989,315,0.927340818803796,3,3,0,2,0
23990,92,0.9273454470227218,3,3,2,0,0
23991,257,0.927354080774375,3,2,0,2,0
23992,427,0.9273741091490564,3,3,0,2,0
23993,384,0.9273867355727821,3,3,0,2,0
23994,299,0.9273884648240514,3,3,2,0,0
23995,221,0.9273838058241728,3,3,1,2,1
23996,299,0.9273604913788355,3,3,0,2,0
23997,374,0.927372109513221,3,3,0,2,0
23998,494,0.9273852210239434,3,3,0,2,0
23999,465,0.9273978257878079,3,3,0,2,0
24000,354,0.9273877901977644,3,2,0,2,0
24001,466,0.9273930116289465,3,3,1,2,0
24002,430,0.9273982303318643,3,3,0,2,0
24003,480,0.9274176919375902,3,3,1,2,0
24004,325,0.9274336526435866,3,2,0,2,0
24005,580,0.9274545904207084,3,3,0,2,0
24006,458,0.9274666556778066,3,2,0,2,0
24007,440,0.9274850829791471,3,3,0,2,0
24008,475,0.9274912650416326,3,2,0,2,0
24009,398,0.9275023161651168,3,3,0,2,0
24010,424,0.9275212174020432,3,3,0,2,0
24011,500,0.9275278818058357,3,3,0,2,0
24012,430,0.9275394120591643,3,1,0,2,0
24013,395,0.9275504397841869,3,3,0,2,0
24014,403,0.9275546081985977,3,3,1,2,0
24015,279,0.9275704937129544,3,3,0,2,0
24016,437,0.9275913328812073,3,3,0,2,0
24017,412,0.9276091854834844,3,3,0,2,0
24018,467,0.9276280203490561,3,3,0,2,0
24019,228,0.9275959557238008,3,3,0,2,0
24020,180,0.9275951515649276,3,3,0,0,0
24021,261,0.9276105104694129,3,3,0,2,0
24022,263,0.9276111897871642,3,2,2,0,0
24023,161,0.9276113736943986,3,3,0,2,0
24024,326,0.9276081842551562,3,2,0,2,0
24025,352,0.9276201545087851,3,3,1,2,0
24026,386,0.9276399425876564,3,3,0,2,0
24027,370,0.9276597198496754,3,3,0,2,0
24028,322,0.9276789922740096,3,3,0,2,0
24029,355,0.9276860774016431,3,3,1,2,0
24030,182,0.927688221598629,3,3,1,2,0
24031,313,0.9276811554633321,3,3,0,2,0
24032,315,0.9276867540585357,3,3,2,2,0
24033,316,0.9276782120465817,3,3,0,2,0
24034,234,0.9276677011219862,3,3,0,2,0
24035,382,0.9276849642004773,3,3,0,2,0
24036,247,0.927686119443687,3,2,1,2,0
24037,315,0.9276639539797434,3,3,0,2,0
24038,401,0.9276695489823313,3,1,0,2,0
24039,300,0.9276775191263531,3,3,1,2,0
24040,520,0.9276972219006041,3,2,0,2,0
24041,398,0.9277023116467504,3,3,0,2,0
24042,367,0.9277215052006753,3,3,0,2,0
24043,410,0.9277416720541699,3,3,1,2,0
24044,168,0.9277408468337291,3,2,1,0,0
24045,200,0.9277482993197279,3,2,2,0,0
24046,247,0.927763041556145,3,3,0,2,0
24047,308,0.9277613076943999,3,3,0,2,0
24048,334,0.9277799681862059,3,3,2,2,0
24049,202,0.9277548967635825,3,1,2,2,0
24050,391,0.9277352375646313,3,3,0,2,0
24051,427,0.9277437409153274,3,3,0,2,0
24052,196,0.9277051161906315,3,2,1,2,0
24053,358,0.927676734760382,3,3,0,2,0
24054,339,0.9276425633577217,3,3,0,2,1
24055,212,0.9276243468819977,3,3,0,2,0
24056,298,0.9275698557095468,3,3,1,2,0
24057,285,0.9275546121031679,3,3,1,2,1
24058,311,0.9275248330338679,3,2,2,2,1
24059,253,0.9274548880844891,3,3,0,2,0
24060,344,0.9273738852294597,3,2,0,2,0
24061,393,0.9273408442689033,3,2,2,2,1
24062,351,0.9272870117643872,3,2,1,2,0
24063,275,0.9272114186663778,3,2,1,2,0
24064,284,0.9271682326500772,3,3,0,2,0
24065,346,0.9271584133622994,3,2,1,2,0
24066,402,0.9271776343387597,3,2,1,2,0
24067,496,0.9271988149430808,3,3,0,2,0
24068,391,0.9272180146064376,3,3,0,2,0
24069,394,0.9272357283863815,3,3,1,2,0
24070,417,0.9272471663298479,3,2,1,2,0
24071,317,0.927257123936562,3,3,1,2,0
24072,424,0.927255531160277,3,2,1,2,0
24073,322,0.9272712536388013,3,3,1,1,0
24074,358,0.9272759193485219,3,3,0,2,0
24075,468,0.9272888060809807,3,2,1,2,0
24076,363,0.927299232633007,3,3,1,2,0
24077,344,0.9272986120950819,3,3,1,2,0
24078,268,0.9273022854213324,3,3,0,2,0
24079,380,0.927320915552798,3,2,0,2,0
24080,322,0.9273395361380798,3,2,0,0,0
24081,434,0.9273408643606266,3,3,0,2,0
24082,313,0.9273459926416086,3,3,2,2,0
24083,425,0.9273545440460231,3,3,0,2,0
24084,422,0.9273765590065458,3,3,0,2,0
24085,365,0.9273966054681452,3,3,0,2,0
24086,344,0.9274166408658312,3,3,0,2,0
24087,368,0.9274140367404616,3,3,0,2,0
24088,272,0.9274281985212495,3,2,1,2,0
24089,353,0.9274457709769631,3,3,1,2,0
24090,372,0.927463334924787,3,2,2,2,0
24091,410,0.9274746551214134,3,2,1,2,0
24092,488,0.9274811982068567,3,2,0,2,0
24093,555,0.9275016629600016,3,3,1,2,0
24094,385,0.927518221207134,3,1,2,2,0
24095,456,0.9275170579702359,3,2,1,2,0
24096,515,0.9275302964181409,3,3,0,2,0
24097,360,0.927533410749166,3,2,1,2,0
24098,307,0.9275480004563482,3,3,0,2,0
24099,391,0.9275453722030259,3,3,1,2,0
24100,455,0.9275576185237853,3,3,0,2,0
24101,468,0.9275626668097262,3,3,0,2,0
24102,453,0.9275672269189255,3,3,0,1,1
24103,564,0.9275617782484267,3,3,0,2,0
24104,510,0.9275802225929872,3,2,2,2,0
24105,472,0.9275919586813952,3,3,2,2,0
24106,450,0.9276089315134549,3,3,2,2,0
24107,390,0.9276249271830034,3,2,0,2,0
24108,373,0.9276275271120632,3,3,0,2,0
24109,244,0.9276224642094625,3,2,2,0,1
24110,326,0.9276188564354779,3,2,0,2,0
24111,379,0.9276162187836581,3,2,1,2,0
24112,302,0.927587798206248,3,3,0,2,0
24113,316,0.9275708277333119,3,3,0,2,0
24114,425,0.9275877744204081,3,2,2,1,0
24115,400,0.9275803993904884,3,3,0,2,0
24116,330,0.9275663468476896,3,3,0,2,0
24117,337,0.927563725752151,3,3,1,2,0
24118,301,0.9275334250490858,3,2,0,2,0
24119,335,0.9274654987080794,3,2,1,2,0
24120,389,0.9274705470079765,3,2,0,2,0
24121,354,0.9274560572290362,3,2,0,2,0
24122,301,0.92744776238892,3,1,1,2,0
24123,369,0.9274542629040972,3,3,0,2,0
24124,398,0.9274617272096869,3,3,0,2,0
24125,273,0.9274710184055623,3,3,0,2,0
24126,343,0.9274827220804148,3,2,0,2,0
24127,316,0.9274872737933424,3,3,0,2,0
24128,298,0.9274760851608089,3,3,0,2,0
24129,301,0.9274715613927591,3,2,1,2,0
24130,486,0.9274790100605229,3,2,0,2,0
24131,299,0.9274959061680401,3,3,0,2,0
24132,510,0.9275023790985379,3,3,0,2,0
24133,417,0.9275192612207422,3,2,0,2,0
24134,333,0.9275280375696782,3,3,0,2,0
24135,278,0.9275358463461999,3,3,0,0,0
24136,364,0.9275517463779198,3,3,0,2,0
24137,494,0.9275705283309846,3,2,1,2,0
24138,533,0.9275836174299062,3,3,1,2,0
24139,191,0.9275705126075545,3,3,0,2,0
24140,208,0.9275645369152484,3,3,0,2,0
24141,263,0.9275652052629132,3,3,0,1,0
24142,280,0.9275626000172644,3,3,1,2,0
24143,390,0.9275732731436918,3,3,2,2,0
24144,531,0.9275801880844455,3,3,0,2,0
24145,413,0.9275908514859369,3,2,0,2,0
24146,485,0.9275967974103334,3,2,0,2,0
24147,380,0.9276069713770326,3,3,2,2,0
24148,486,0.9276062800010608,3,3,1,2,0
24149,430,0.9276112576723715,3,3,0,2,0
24150,482,0.9276233391869056,3,2,0,2,0
24151,427,0.9276278305574327,3,3,0,2,0
24152,580,0.9276479626980342,3,2,0,2,0
24153,555,0.9276614622647756,3,3,0,2,0
24154,500,0.9276801376890742,3,3,1,2,0
24155,446,0.9276983249836205,3,2,0,2,0
24156,476,0.9277042271226587,3,3,0,2,0
24157,187,0.9277152269690274,3,2,0,0,0
24158,297,0.9277234336660118,3,2,0,0,0
24159,256,0.9277179339668181,3,3,0,2,0
24160,533,0.9277309146680065,3,3,0,2,0
24161,398,0.9277287597898285,3,3,1,2,0
24162,430,0.9277464286186253,3,3,0,2,0
24163,448,0.9277513542079535,3,3,0,2,0
24164,351,0.9277477644075185,3,3,2,2,0
24165,442,0.9277654158770824,3,3,1,2,0
24166,325,0.9277745504475721,3,1,0,2,0
24167,330,0.9277648347731967,3,3,0,2,1
24168,280,0.9277103663968012,3,3,0,2,0
24169,433,0.9277148172091244,3,3,1,2,0
24170,565,0.9277348386926587,3,3,0,2,0
24171,437,0.9277458743481042,3,3,1,2,0
24172,530,0.9277654006881368,3,3,0,2,0
24173,525,0.9277844406078258,3,3,0,2,0
24174,530,0.9277973582792582,3,3,1,2,0
24175,350,0.9278059897119748,3,1,0,1,0
24176,410,0.9278169941526629,3,3,0,2,0
24177,551,0.9278242608964695,3,3,0,2,0
24178,523,0.9278371548161213,3,3,1,2,0
24179,465,0.9278547225055104,3,3,0,2,0
24180,-30,0.9278486842105264,3,2,0,0,0
24181,237,0.9278497664934552,3,3,0,2,0
24182,285,0.9278522717557854,3,3,0,2,0
24183,323,0.9278632478632478,3,3,1,2,0
24184,306,0.927872322244352,3,2,1,2,0
24185,391,0.9278635736347506,3,3,0,2,0
24186,455,0.9278684431830128,3,2,1,2,0
24187,460,0.9278733103004349,3,3,0,2,0
24188,403,0.9278772277747862,3,3,0,2,0
24189,332,0.9278361344537815,3,2,0,2,0
24190,342,0.9278274053702816,3,3,1,2,0
24191,122,0.9278256475544852,3,3,0,0,0
24192,244,0.9278323458588403,3,3,0,2,0
24193,336,0.9278226758678597,3,2,0,2,1
24194,326,0.9278200419727177,3,3,0,2,0
24195,480,0.927831942249818,3,3,2,2,0
24196,96,0.9278231569010502,3,3,0,2,1
24197,250,0.927824713415873,3,3,0,2,0
24198,270,0.9278080297758294,3,3,0,2,0
24199,370,0.9277922996796447,3,1,1,2,1
24200,592,0.927812635081147,3,2,1,2,0
24201,485,0.9278245211982321,3,2,1,2,0
24202,305,0.927827492979137,3,3,1,2,0
24203,490,0.9278459142135368,3,3,0,2,0
24204,465,0.927863854065796,3,3,0,2,0
24205,437,0.9278813132469436,3,3,1,2,0
24206,428,0.9278861559992414,3,3,0,2,0
24207,510,0.9279050153317075,3,2,0,2,0
24208,523,0.9279177996235097,3,3,2,2,0
24209,283,0.9279188613401994,3,3,0,0,0
24210,299,0.9279329900948697,3,3,2,2,0
24211,242,0.9279396394042331,3,3,0,2,0
24212,403,0.9279435199456622,3,3,0,2,0
24213,350,0.927952987267385,3,3,0,2,0
24214,411,0.9279699189220947,3,3,0,2,0
24215,401,0.9279672631867486,3,3,0,2,0
24216,299,0.92793944930184,3,3,0,2,0
24217,208,0.9279349215875584,3,3,0,2,0
24218,420,0.9279551309224899,3,3,0,2,0
24219,320,0.9279715720153876,3,3,0,2,0
24220,307,0.9279889444419094,3,3,2,2,0
24221,317,0.927993743686663,3,3,0,2,0
24222,498,0.9279999478779823,3,3,0,2,0
24223,438,0.9280107866573738,3,2,1,2,0
24224,483,0.9280160456362903,3,3,0,2,0
24225,395,0.9280138542568637,3,3,0,2,0
24226,530,0.9280325958903664,3,3,0,2,0
24227,285,0.9280340990434047,3,2,0,2,0
24228,282,0.9280490819898245,3,3,1,2,0
24229,347,0.9280654624456052,3,3,2,2,0
24230,427,0.928076267769584,3,2,0,2,0
24231,520,0.9280949718491165,3,2,0,2,0
24232,372,0.9281048300606439,3,2,2,2,0
24233,135,0.9280710191455347,3,2,0,0,2
24234,281,0.928072512264059,3,3,2,0,0
24235,477,0.9280721811544308,3,3,1,2,0
24236,497,0.9280913323852014,3,3,0,2,0
24237,427,0.9281025807498783,3,2,2,2,0
24238,252,0.9281175149457668,3,3,0,2,0
24239,286,0.9281217957869872,3,3,0,2,1
24240,373,0.9281205192917805,3,3,0,2,0
24241,250,0.9281340408142085,3,3,0,0,0
24242,363,0.9281498871566058,3,3,0,2,0
24243,398,0.928153224708392,3,3,0,2,0
24244,308,0.9281616460201085,3,3,1,2,0
24245,468,0.9281747189008781,3,3,0,2,0
24246,435,0.9281914721298942,3,2,0,2,0
24247,552,0.9282063904344278,3,3,0,2,0
24248,362,0.9282226625739856,3,3,1,2,0
24249,240,0.9282292003884752,3,3,1,0,0
24250,206,0.9282306561972022,3,3,1,2,0
24251,406,0.9282483060335622,3,3,0,2,0
24252,378,0.9282520785480897,3,3,1,2,0
24253,392,0.9282687866693404,3,3,0,2,0
24254,440,0.9282744081070419,3,3,0,2,0
24255,395,0.928278635529004,3,2,0,2,1
24256,275,0.9282805429864254,3,3,0,2,0
24257,375,0.9282935466776958,3,3,0,2,0
24258,337,0.9283106881424482,3,3,0,2,0
24259,476,0.9283232140550316,3,3,0,2,0
24260,475,0.9283408025416834,3,1,0,2,0
24261,380,0.928356532293469,3,2,1,2,0
24262,527,0.9283754913414185,3,3,0,2,0
24263,337,0.9283782998961069,3,3,1,2,0
24264,260,0.9283847866060195,3,3,2,0,0
24265,335,0.9283880539250468,3,3,0,2,1
24266,327,0.9283968451532603,3,3,2,2,0
24267,453,0.9284028780689086,3,3,0,2,0
24268,285,0.9284107390337448,3,2,2,2,0
24269,408,0.928414920217565,3,3,0,2,0
24270,495,0.9284329074614557,3,2,1,2,0
24271,361,0.9284361593857491,3,2,2,2,0
24272,260,0.9284256080989702,3,3,0,2,0
24273,276,0.9284086226434531,3,3,0,2,0
24274,328,0.9284068233022208,3,2,0,2,0
24275,350,0.9284119210497526,3,3,1,2,0
24276,290,0.9284289629791669,3,2,1,2,0
24277,404,0.9284363542805686,3,3,0,2,0
24278,405,0.9284497115996734,3,3,0,2,0
24279,399,0.92846306153411,3,3,0,2,0
24280,335,0.928468138436325,3,2,0,2,0
24281,263,0.928469995566322,3,3,0,2,0
24282,360,0.9284732304608704,3,3,0,2,0
24283,416,0.9284874796894167,3,3,0,2,0
24284,427,0.9284884206200923,3,3,0,2,0
24285,335,0.9284994447618253,3,3,0,2,0
24286,335,0.9285040461537474,3,3,0,2,0
24287,396,0.9285022294934719,3,3,1,2,1
24288,419,0.9285123251294091,3,3,0,2,0
24289,535,0.9285247079042208,3,3,0,2,0
24290,362,0.9285334188171182,3,3,0,2,0
24291,440,0.9285499099422476,3,3,1,2,0
24292,525,0.928567766741429,3,3,0,2,0
24293,327,0.9285636488278672,3,2,0,2,0
24294,445,0.9285801215739276,3,3,0,2,0
24295,356,0.928595214918797,3,3,1,2,0
24296,230,0.9286016135228582,3,2,0,2,0
24297,465,0.9286180672914426,3,3,0,2,0
24298,347,0.9286262864164662,3,2,0,0,0
24299,412,0.9286363287348673,3,3,0,2,0
24300,475,0.9286532199768425,3,2,1,2,0
24301,357,0.9286696470257167,3,3,1,2,0
24302,362,0.9286860665119283,3,3,0,2,0
24303,337,0.928700655266102,3,1,0,2,0
24304,329,0.9287102134730921,3,3,0,2,0
24305,119,0.9287143012339999,3,3,1,2,0
24306,466,0.9287201962638317,3,3,0,2,0
24307,178,0.9287183483659964,3,2,2,0,1
24308,452,0.9287351917488904,3,3,0,2,0
24309,442,0.9287451874269734,3,3,1,2,0
24310,434,0.9287492499585084,3,3,0,2,0
24311,501,0.9287542199276311,3,2,0,2,0
24312,289,0.9287623860293883,3,1,0,2,0
24313,408,0.9287605172006864,3,3,1,2,0
24314,310,0.9287627551020409,3,3,0,2,0
24315,409,0.928772730750593,3,3,0,2,0
24316,370,0.9287817938420349,3,3,0,2,0
24317,449,0.928799041476534,3,3,0,2,0
24318,215,0.9287817000127437,3,3,0,2,0
24319,295,0.9287734587012193,3,3,2,2,0
24320,402,0.9287897894455271,3,2,0,2,0
24321,400,0.9287933779051257,3,3,0,2,0
24322,353,0.9287892388100558,3,2,2,0,0
24323,315,0.928785101453703,3,3,1,2,0
24324,401,0.9287818722120763,3,3,0,2,0
24325,429,0.9287613715885235,3,3,0,2,0
24326,383,0.9287522419955987,3,3,0,2,0
24327,296,0.9287353982919897,3,3,0,2,0
24328,382,0.9287090191291744,3,3,0,2,0
24329,410,0.928689462310919,3,3,0,2,1
24330,120,0.9286690178883488,3,3,0,2,1
24331,303,0.9286467598475222,3,3,0,2,0
24332,432,0.9286571771565769,3,3,0,2,0
24333,406,0.9286548890610513,3,1,1,2,2
24334,433,0.92865940372797,3,3,0,2,0
24335,422,0.9286761578937347,3,3,0,2,0
24336,455,0.9286933566855134,3,3,0,2,0
24337,512,0.9287060122185639,3,3,0,2,0
24338,119,0.9287096180804435,3,3,0,2,0
24339,395,0.9287190999835115,3,2,2,2,0
24340,385,0.9287285776783054,3,3,0,2,0
24341,450,0.9287457450921975,3,3,0,2,0
24342,493,0.9287570184666473,3,3,1,2,0
24343,485,0.9287759756715661,3,3,0,2,0
24344,367,0.9287940207752724,3,3,0,2,0
24345,377,0.9287939615759678,3,3,0,2,0
24346,362,0.9288038592537257,3,3,0,2,0
24347,332,0.9288083242613737,3,3,0,2,0
24348,456,0.9288195652861708,3,3,0,2,0
24349,510,0.9288312509884549,3,1,0,2,0
24350,395,0.9288470052495098,3,3,1,2,0
24351,285,0.9288487561811537,3,2,2,2,0
24352,435,0.9288680974807978,3,3,0,2,0
24353,275,0.9288770628053521,3,2,2,1,1
24354,209,0.9288770087268637,3,2,0,2,0
24355,294,0.9288801000745505,3,3,0,2,0
24356,335,0.9288881589752012,3,1,2,0,0
24357,470,0.9289056727690665,3,3,0,2,0
24358,305,0.9289015443284129,3,3,0,2,0
24359,413,0.9289113885697694,3,3,1,2,0
24360,306,0.9288946388564576,3,2,0,2,0
24361,339,0.9288724840683955,3,3,0,2,0
24362,296,0.9288616091141924,3,2,0,2,0
24363,375,0.9288642498549409,3,3,1,2,0
24364,439,0.928882191228026,3,3,0,2,0
24365,339,0.928874908595779,3,3,0,2,1
24366,283,0.9288671813455176,3,3,0,2,0
24367,384,0.9288860046497854,3,3,0,2,0
24368,437,0.9289039223467311,3,1,0,2,0
24369,372,0.9289141907124955,3,2,1,2,0
24370,413,0.9289136525325022,3,3,0,2,0
24371,316,0.928922571426773,3,2,0,2,0
24372,247,0.9288636048984934,3,3,0,2,0
24373,301,0.9288118531567523,3,3,0,2,0
24374,488,0.9288230262164746,3,2,2,2,0
24375,347,0.9288319561307525,3,3,0,2,0
24376,513,0.9288435664977556,3,3,0,2,0
24377,337,0.9288515934376768,3,1,0,0,0
24378,424,0.9288681367712581,3,3,0,2,0
24379,405,0.9288833319720283,3,3,1,2,0
24380,331,0.9288850640417606,3,3,0,2,1
24381,402,0.9289002493295735,3,3,0,2,0
24382,349,0.928909149132556,3,1,0,2,0
24383,467,0.9289256613391255,3,3,1,2,0
24384,337,0.9289336596999938,3,3,0,2,0
24385,275,0.9289403171455645,3,3,1,0,0
24386,251,0.9289469721685447,3,1,0,0,1
24387,653,0.9289612002458698,3,3,0,2,0
24388,383,0.9289696300802047,3,3,0,2,0
24389,473,0.9289740133538134,3,3,1,2,0
24390,344,0.928976168687084,3,3,0,2,0
24391,331,0.928965789523159,3,2,1,2,0
24392,268,0.9289724310776942,3,3,0,0,0
24393,359,0.9289808498242844,3,1,0,2,0
24394,396,0.9289776285793021,3,3,0,2,0
24395,376,0.9289681471230973,3,3,2,2,1
24396,332,0.928965819456617,3,3,0,2,0
24397,359,0.9289442719807731,3,3,0,2,1
24398,332,0.9289160320628743,3,3,1,2,1
24399,376,0.9288770722552393,3,3,0,2,0
24400,300,0.9288720986233511,3,3,0,2,0
24401,453,0.9288461177706493,3,1,0,2,0
24402,361,0.9287826407686873,3,3,0,2,0
24403,439,0.928775,3,3,0,2,0
24404,232,0.9287687154747919,3,3,0,2,0
24405,308,0.9287280633250657,3,3,1,2,1
24406,446,0.9287204407190416,3,3,1,2,0
24407,456,0.9287070225175157,3,3,0,2,0
24408,287,0.9286539265937057,3,2,1,2,0
24409,417,0.9286333988702681,3,3,0,2,0
24410,315,0.9286128808821051,3,3,0,2,0
24411,345,0.9286048499291912,3,3,0,2,0
24412,326,0.9285888039918915,3,3,0,2,0
24413,365,0.9285758826683961,3,3,0,2,0
24414,349,0.9285696473991322,3,3,0,2,0
24415,400,0.9285834481125314,3,3,2,2,0
24416,353,0.9285954615125799,3,3,0,2,0
24417,406,0.928602129104194,3,3,0,2,0
24418,282,0.9286056809052581,3,3,0,2,0
24419,314,0.9285798783411057,3,3,0,2,0
24420,207,0.9285438609596375,3,3,2,2,1
24421,139,0.9285296387581846,3,3,0,1,0
24422,322,0.9285407605144766,3,3,0,2,0
24423,323,0.928526548259666,3,3,1,2,0
24424,480,0.9285434405378679,3,3,0,2,0
24425,304,0.9285452227715076,3,3,0,2,0
24426,359,0.9285563305854999,3,3,0,2,0
24427,217,0.9285621049098401,3,3,1,2,0
24428,308,0.9285758675549368,3,1,0,2,0
24429,555,0.9285945052623731,3,3,0,2,0
24430,350,0.9285913944430986,3,3,0,2,0
24431,337,0.92859981865832,3,3,1,2,0
24432,339,0.9285909423934234,3,3,0,2,0
24433,194,0.9286015818030569,3,3,1,0,0
24434,251,0.9286024628829634,3,3,0,2,0
24435,477,0.9286192987899472,3,3,0,2,0
24436,309,0.9286325846879265,3,3,1,2,0
24437,494,0.9286436462203587,3,3,0,2,0
24438,406,0.9286294548453711,3,3,0,2,0
24439,485,0.9286285547778322,3,3,0,2,0
24440,371,0.9286134888708448,3,3,1,2,0
24441,169,0.928612154340039,3,3,0,0,0
24442,262,0.9286130319478524,3,3,0,2,0
24443,443,0.9286174470035806,3,3,1,2,0
24444,425,0.9286094733191299,3,3,0,2,0
24445,258,0.9285926586417002,3,3,0,2,0
24446,299,0.9285709863741325,3,3,2,2,1
24447,426,0.9285634709413876,3,3,0,2,0
24448,471,0.9285683346843308,3,3,0,2,0
24449,179,0.9285670094163356,3,2,2,0,0
24450,298,0.9285687776032067,3,1,0,2,0
24451,194,0.9285740791133761,3,2,2,0,0
24452,332,0.9285528789077958,3,3,1,2,1
24453,371,0.9285162359137299,3,3,0,2,1
24454,327,0.928500797251029,3,3,0,2,0
24455,373,0.9284447657355404,3,3,0,2,0
24456,267,0.9284293497732916,3,3,0,2,0
24457,427,0.9284457043336483,3,3,0,2,0
24458,462,0.9284624931308928,3,3,2,2,1
24459,300,0.9284466420974005,3,3,1,2,0
24460,543,0.9284590176075244,3,3,0,2,0
24461,363,0.9284616855991658,3,3,0,2,0
24462,348,0.9284643524716072,3,3,0,2,0
24463,511,0.9284824413168704,3,3,0,2,0
24464,425,0.9284864254928197,3,3,0,2,0
24465,474,0.9284855658091838,3,3,0,2,0
24466,356,0.928482061964956,3,3,0,2,0
24467,434,0.9284838477131714,3,3,0,2,0
24468,323,0.9284931068044895,3,3,0,2,0
24469,425,0.9285063247484265,3,3,0,2,0
24470,348,0.9285151343496786,3,3,0,2,0
24471,290,0.9284812892820428,3,3,0,2,0
24472,262,0.9284285547233215,3,3,1,2,1
24473,351,0.9283899113334441,3,3,0,2,0
24474,306,0.928314816865365,3,3,1,2,0
24475,331,0.9282753361132637,3,3,1,2,1
24476,166,0.9282679145733278,3,3,0,2,1
24477,346,0.9282657879205194,3,3,0,2,0
24478,190,0.9282601346159757,3,3,1,2,0
24479,362,0.9282698606817805,3,3,0,2,0
24480,76,0.9282668272480368,3,0,0,2,0
24481,477,0.9282730489482995,3,3,1,2,0
24482,233,0.9282669582094686,3,3,2,0,0
24483,296,0.9282744729586165,3,2,2,2,0
24484,361,0.9282539292730845,3,3,0,2,0
24485,436,0.9282583876551393,3,3,0,2,0
24486,447,0.9282698609457651,3,3,1,2,0
24487,488,0.9282808886053118,3,3,2,2,0
24488,460,0.9282910313186207,3,3,0,2,0
24489,505,0.9283077413657771,3,2,0,2,0
24490,365,0.9283099843658993,3,2,0,0,0
24491,234,0.9282925184663009,3,3,0,2,0
24492,428,0.9282960820243793,3,2,0,2,0
24493,195,0.9282891229618192,3,0,0,0,0
24494,475,0.9282996906300732,3,3,0,2,0
24495,228,0.9282879263034104,3,2,1,1,0
24496,268,0.9283015401573839,3,3,0,2,0
24497,395,0.9283129763982,3,3,0,2,1
24498,289,0.9282815608263199,3,3,0,2,0
24499,378,0.9282790020255675,3,3,0,2,0
24500,411,0.9282650857454007,3,3,1,2,0
24501,291,0.9282607764816706,3,3,0,2,0
24502,263,0.9282442374612416,3,3,0,2,0
24503,403,0.9282416890350904,3,2,0,2,0
24504,535,0.9282539993031401,3,3,0,2,0
24505,540,0.928271976141586,3,3,1,2,0
24506,357,0.9282807669277675,3,3,1,2,0
24507,419,0.9282908682186642,3,3,0,2,0
24508,408,0.9283070721876145,3,3,0,2,0
24509,364,0.9283219558660105,3,3,0,2,0
24510,467,0.9283385832539741,3,3,0,2,0
24511,490,0.9283499743671118,3,3,0,2,0
24512,319,0.9283635276386203,3,2,2,2,0
24513,498,0.9283749077310689,3,3,0,2,0
24514,475,0.9283858455007867,3,3,0,2,0
24515,495,0.9283972146681138,3,3,0,2,0
24516,400,0.9283950767805217,3,3,0,2,0
24517,214,0.9284064242830585,3,2,1,1,0
24518,417,0.9284164726816249,3,3,0,2,0
24519,427,0.9284326089472946,3,2,1,2,0
24520,420,0.9284513527670512,3,3,0,2,0
24521,505,0.92846269074789,3,3,0,2,0
24522,453,0.9284670644100815,3,2,0,2,0
24523,585,0.9284857854086657,3,2,0,2,0
24524,322,0.9284762408952336,3,2,0,2,0
24525,404,0.9284919056049351,3,3,1,2,0
24526,414,0.9285075634545554,3,3,1,2,0
24527,353,0.9285219104608312,3,1,0,0,0
24528,380,0.9285379896521745,3,3,2,2,0
24529,500,0.9285557986870897,3,3,0,2,0
24530,454,0.9285722966978208,3,2,0,2,0
24531,114,0.9285705605716299,3,2,0,0,0
24532,498,0.9285818420381237,3,3,1,2,0
24533,392,0.9285913833521602,3,3,0,2,0
24534,460,0.9286074258477792,3,3,0,2,0
24535,102,0.9286165278418611,3,3,2,0,0
24536,313,0.9286191198786039,3,3,0,2,0
24537,367,0.9286217108457132,3,2,2,2,0
24538,406,0.9286316670812579,3,2,2,2,1
24539,484,0.9286502814440993,3,2,0,2,0
24540,389,0.928667155843132,3,3,0,2,0
24541,349,0.9286831575118225,3,2,0,2,0
24542,322,0.9286991520030065,3,3,0,2,0
24543,340,0.9287082151601096,3,3,2,0,0
24544,240,0.9287159787692979,3,3,0,2,0
24545,301,0.9286488778508041,3,3,0,2,1
24546,309,0.9286159846415659,3,3,0,2,0
24547,315,0.9286237609973782,3,3,0,2,0
24548,309,0.9286371561410306,3,2,0,0,0
24549,423,0.9286475166745348,3,3,0,2,0
24550,466,0.9286583041370923,3,3,0,2,0
24551,307,0.9286660657136115,3,3,1,2,0
24552,220,0.9286548151194933,3,3,1,2,1
24553,373,0.9286591155109125,3,3,0,2,0
24554,465,0.9286642765158615,3,3,0,2,0
24555,206,0.9286759194332278,3,3,0,2,0
24556,364,0.9286625127668962,3,3,0,2,0
24557,477,0.9286801846436427,3,3,0,2,0
24558,369,0.9286900842671177,3,2,0,2,0
24559,323,0.9286995488612824,3,3,1,2,0
24560,417,0.9287064150943396,3,2,0,2,0
24561,376,0.9287240592517475,3,3,0,2,0
24562,442,0.9287404045768358,3,3,0,2,0
24563,284,0.9287550229880897,3,3,0,2,0
24564,388,0.9287674703373728,3,3,0,2,0
24565,443,0.9287876595026172,3,3,0,2,0
24566,306,0.9288026865545661,3,3,0,2,0
24567,404,0.9288125376732972,3,3,0,2,0
24568,582,0.9288137635963722,3,3,1,2,0
24569,186,0.9288076976375675,3,3,1,2,0
24570,288,0.9287637566185373,3,3,0,2,0
24571,234,0.9287305927273165,3,3,0,2,1
24572,324,0.9287099143796438,3,3,0,2,1
